Aufgabe-ID;Navigationsaufgabe;Teilaufgabe;Szenario;Aufgabenstellung;Amtliches Ergebnis;Hinweis;Stand;Quelle
NAV-11-02;11;2;Ein Sportboot steht am 05.08.2013 um 09:00 Uhr in der Deutschen Bucht auf Position 53° 54,2' N und 007° 53,8' E und möchte in die Neue Weser einlaufen.;Auf der o. g. Position befindet sich ein Eintrag. Was bedeutet diese Eintragung in die Seekarte?;Kartentiefe 18,5 m;;01. August 2023;https://www.elwis.de/DE/Sportschifffahrt/Sportbootfuehrerscheine/Fragenkatalog-See/Navigationsaufgaben/Navigationsaufgabe-11/Navigationsaufgabe-11-node.html
NAV-11-03;11;3;Ein Sportboot steht am 05.08.2013 um 09:00 Uhr in der Deutschen Bucht auf Position 53° 54,2' N und 007° 53,8' E und möchte in die Neue Weser einlaufen.;"Von der o. g. Position wird der Kurs auf die Tonne ""5"" des Fahrwassers der Neuen Weser abgesetzt. Wie lautet der rwK?";rwK = 148°;;01. August 2023;https://www.elwis.de/DE/Sportschifffahrt/Sportbootfuehrerscheine/Fragenkatalog-See/Navigationsaufgaben/Navigationsaufgabe-11/Navigationsaufgabe-11-node.html
NAV-11-04;11;4;Ein Sportboot steht am 05.08.2013 um 09:00 Uhr in der Deutschen Bucht auf Position 53° 54,2' N und 007° 53,8' E und möchte in die Neue Weser einlaufen.;Tragen Sie den rechtweisenden Kurs in die Seekarte ein.;Siehe Karte;;01. August 2023;https://www.elwis.de/DE/Sportschifffahrt/Sportbootfuehrerscheine/Fragenkatalog-See/Navigationsaufgaben/Navigationsaufgabe-11/Navigationsaufgabe-11-node.html
NAV-11-05;11;5;Ein Sportboot steht am 05.08.2013 um 09:00 Uhr in der Deutschen Bucht auf Position 53° 54,2' N und 007° 53,8' E und möchte in die Neue Weser einlaufen.;Die Ablenkung beträgt-5°, die Mw ist der Seekarte zu entnehmen. Wie lautet der MgK?;MgK = 152°;;01. August 2023;https://www.elwis.de/DE/Sportschifffahrt/Sportbootfuehrerscheine/Fragenkatalog-See/Navigationsaufgaben/Navigationsaufgabe-11/Navigationsaufgabe-11-node.html
NAV-11-06;11;6;Ein Sportboot steht am 05.08.2013 um 09:00 Uhr in der Deutschen Bucht auf Position 53° 54,2' N und 007° 53,8' E und möchte in die Neue Weser einlaufen.;"Beschreiben Sie Farbe, Kennung und Toppzeichen der Tonne ""5"" der Neuen Weser.";Farbe: grün Kennung: grünes unterbrochenes Feuer in 2er Gruppen mit einer Wiederkehr von 9 Sekunden Toppzeichen: keines;;01. August 2023;https://www.elwis.de/DE/Sportschifffahrt/Sportbootfuehrerscheine/Fragenkatalog-See/Navigationsaufgaben/Navigationsaufgabe-11/Navigationsaufgabe-11-node.html
NAV-11-07;11;7;Ein Sportboot steht am 05.08.2013 um 09:00 Uhr in der Deutschen Bucht auf Position 53° 54,2' N und 007° 53,8' E und möchte in die Neue Weser einlaufen.;"Wann wird die Tonne ""5"" voraussichtlich passiert, wenn das Boot eine Fahrt über Grund von 6 kn macht?";Um 09:37 Uhr;;01. August 2023;https://www.elwis.de/DE/Sportschifffahrt/Sportbootfuehrerscheine/Fragenkatalog-See/Navigationsaufgaben/Navigationsaufgabe-11/Navigationsaufgabe-11-node.html
NAV-11-08;11;8;Ein Sportboot steht am 05.08.2013 um 09:00 Uhr in der Deutschen Bucht auf Position 53° 54,2' N und 007° 53,8' E und möchte in die Neue Weser einlaufen.;"Im weiteren Verlauf der Reise werden mit dem Hand-Peilkompass folgende Leuchttürme gepeilt: Leuchtturm ""Alte Weser"" MgP = 011° Leuchtturm ""Tegeler Plate"" MgP = 102° Die Ablenkung beträgt 0°, die Mw ist der Seekarte zu entnehmen. Wie lauten die rw-Peilungen?";"rwP = 012° LT ""Alte Weser"" rwP = 103° LT ""Tegeler Plate""";;01. August 2023;https://www.elwis.de/DE/Sportschifffahrt/Sportbootfuehrerscheine/Fragenkatalog-See/Navigationsaufgaben/Navigationsaufgabe-11/Navigationsaufgabe-11-node.html
NAV-11-09;11;9;Ein Sportboot steht am 05.08.2013 um 09:00 Uhr in der Deutschen Bucht auf Position 53° 54,2' N und 007° 53,8' E und möchte in die Neue Weser einlaufen.;Tragen Sie die rwP in die Karte ein.;Siehe Karte;;01. August 2023;https://www.elwis.de/DE/Sportschifffahrt/Sportbootfuehrerscheine/Fragenkatalog-See/Navigationsaufgaben/Navigationsaufgabe-11/Navigationsaufgabe-11-node.html
NAV-12-01;12;1;"Ein am 02.05.2012 aus der Jade auslaufendes Sportboot steht um 08:00 Uhr nahebei der Tonne ""10"" des Wangerooger Fahrwassers und möchte in nördlicher Richtung ablaufen. Die Fahrt über Grund wird mit 8 kn angenommen.";Entnehmen Sie der Seekarte die geographische Position des Bootes.;53° 50,0' N 007° 53,4' E;;01. August 2023;https://www.elwis.de/DE/Sportschifffahrt/Sportbootfuehrerscheine/Fragenkatalog-See/Navigationsaufgaben/Navigationsaufgabe-12/Navigationsaufgabe-12-node.html
NAV-12-02;12;2;"Ein am 02.05.2012 aus der Jade auslaufendes Sportboot steht um 08:00 Uhr nahebei der Tonne ""10"" des Wangerooger Fahrwassers und möchte in nördlicher Richtung ablaufen. Die Fahrt über Grund wird mit 8 kn angenommen.";"Von der angegebenen Position wird der Kurs auf die Tonne ""ST"" abgesetzt. Tragen Sie den Kurs in die Seekarte ein.";Siehe Karte;;01. August 2023;https://www.elwis.de/DE/Sportschifffahrt/Sportbootfuehrerscheine/Fragenkatalog-See/Navigationsaufgaben/Navigationsaufgabe-12/Navigationsaufgabe-12-node.html
NAV-12-03;12;3;"Ein am 02.05.2012 aus der Jade auslaufendes Sportboot steht um 08:00 Uhr nahebei der Tonne ""10"" des Wangerooger Fahrwassers und möchte in nördlicher Richtung ablaufen. Die Fahrt über Grund wird mit 8 kn angenommen.";Wie lautet der rwK?;rwK = 007°;;01. August 2023;https://www.elwis.de/DE/Sportschifffahrt/Sportbootfuehrerscheine/Fragenkatalog-See/Navigationsaufgaben/Navigationsaufgabe-12/Navigationsaufgabe-12-node.html
NAV-12-04;12;4;"Ein am 02.05.2012 aus der Jade auslaufendes Sportboot steht um 08:00 Uhr nahebei der Tonne ""10"" des Wangerooger Fahrwassers und möchte in nördlicher Richtung ablaufen. Die Fahrt über Grund wird mit 8 kn angenommen.";Die Ablenkung beträgt-3°, die Mw ist der Seekarte zu entnehmen. Wie lautet der MgK?;MgK = 009°;;01. August 2023;https://www.elwis.de/DE/Sportschifffahrt/Sportbootfuehrerscheine/Fragenkatalog-See/Navigationsaufgaben/Navigationsaufgabe-12/Navigationsaufgabe-12-node.html
NAV-12-05;12;5;"Ein am 02.05.2012 aus der Jade auslaufendes Sportboot steht um 08:00 Uhr nahebei der Tonne ""10"" des Wangerooger Fahrwassers und möchte in nördlicher Richtung ablaufen. Die Fahrt über Grund wird mit 8 kn angenommen.";"Die Tonne ""4a"" der ""Neuen Weser"" wird passiert. Beschreiben Sie Farbe, Kennung und Toppzeichen des Schifffahrtszeichens.";Farbe: rot Kennung: rotes unterbrochenes Funkelfeuer mit 13 Sekunden Wiederkehr Toppzeichen: roter Zylinder;;01. August 2023;https://www.elwis.de/DE/Sportschifffahrt/Sportbootfuehrerscheine/Fragenkatalog-See/Navigationsaufgaben/Navigationsaufgabe-12/Navigationsaufgabe-12-node.html
NAV-12-06;12;6;"Ein am 02.05.2012 aus der Jade auslaufendes Sportboot steht um 08:00 Uhr nahebei der Tonne ""10"" des Wangerooger Fahrwassers und möchte in nördlicher Richtung ablaufen. Die Fahrt über Grund wird mit 8 kn angenommen.";Um 08:30 Uhr wird ein treibendes und leckendes Ölfass nahebei passiert und an die Verkehrszentrale gemeldet. Auf welcher Position befindet sich das Schiff nach Koppelort zu diesem Zeitpunkt?;53° 54,0' N 007° 54,3' E;;01. August 2023;https://www.elwis.de/DE/Sportschifffahrt/Sportbootfuehrerscheine/Fragenkatalog-See/Navigationsaufgaben/Navigationsaufgabe-12/Navigationsaufgabe-12-node.html
NAV-12-07;12;7;"Ein am 02.05.2012 aus der Jade auslaufendes Sportboot steht um 08:00 Uhr nahebei der Tonne ""10"" des Wangerooger Fahrwassers und möchte in nördlicher Richtung ablaufen. Die Fahrt über Grund wird mit 8 kn angenommen.";"Um 09:00 Uhr wird die Tonne ""ST"" gepeilt: rwP = 168°. Als Distanz werden 2,0 sm ermittelt. Tragen Sie die rw-Peilung in die Seekarte ein.";Siehe Karte;;01. August 2023;https://www.elwis.de/DE/Sportschifffahrt/Sportbootfuehrerscheine/Fragenkatalog-See/Navigationsaufgaben/Navigationsaufgabe-12/Navigationsaufgabe-12-node.html
NAV-12-08;12;8;"Ein am 02.05.2012 aus der Jade auslaufendes Sportboot steht um 08:00 Uhr nahebei der Tonne ""10"" des Wangerooger Fahrwassers und möchte in nördlicher Richtung ablaufen. Die Fahrt über Grund wird mit 8 kn angenommen.";Wie lautet die Besteckversetzung?;BV = 296° -0,7 sm;;01. August 2023;https://www.elwis.de/DE/Sportschifffahrt/Sportbootfuehrerscheine/Fragenkatalog-See/Navigationsaufgaben/Navigationsaufgabe-12/Navigationsaufgabe-12-node.html
NAV-12-09;12;9;"Ein am 02.05.2012 aus der Jade auslaufendes Sportboot steht um 08:00 Uhr nahebei der Tonne ""10"" des Wangerooger Fahrwassers und möchte in nördlicher Richtung ablaufen. Die Fahrt über Grund wird mit 8 kn angenommen.";"Welche Bedeutung hat die Tonne ""ST""?";"Kennzeichnung der Zufahrt zu Fahrwassern und der Mitte von Schifffahrtswegen (hier: ""Alte Weser"")";;01. August 2023;https://www.elwis.de/DE/Sportschifffahrt/Sportbootfuehrerscheine/Fragenkatalog-See/Navigationsaufgaben/Navigationsaufgabe-12/Navigationsaufgabe-12-node.html
NAV-13-01;13;1;Ein aus Helgoland ausgelaufenes Sportboot befindet sich am 02.07.2014 auf dem Weg nach Bremerhaven.;"Um 09:00 Uhr werden mit dem Hand-Peilkompass folgende Schifffahrtszeichen gepeilt: Tonne ""Helgoland-O"" MgP = 284° Tonne ""Düne-S"" MgP = 008° Die Ablenkung beträgt 0°, die Mw ist der Seekarte zu entnehmen. Wie lauten die rw-Peilungen?";"rwP = 285° Tonne ""Helgoland-O"" rwP = 009° Tonne ""Düne-S""";;01. August 2023;https://www.elwis.de/DE/Sportschifffahrt/Sportbootfuehrerscheine/Fragenkatalog-See/Navigationsaufgaben/Navigationsaufgabe-13/Navigationsaufgabe-13-node.html
NAV-13-02;13;2;Ein aus Helgoland ausgelaufenes Sportboot befindet sich am 02.07.2014 auf dem Weg nach Bremerhaven.;Tragen Sie die rechtweisenden Peilungen in die Seekarte ein.;Siehe Karte;;01. August 2023;https://www.elwis.de/DE/Sportschifffahrt/Sportbootfuehrerscheine/Fragenkatalog-See/Navigationsaufgaben/Navigationsaufgabe-13/Navigationsaufgabe-13-node.html
NAV-13-03;13;3;Ein aus Helgoland ausgelaufenes Sportboot befindet sich am 02.07.2014 auf dem Weg nach Bremerhaven.;Entnehmen Sie der Seekarte die geographische Position des durch Peilung ermittelten Standortes.;54° 08,6' N 007° 55,7' E;;01. August 2023;https://www.elwis.de/DE/Sportschifffahrt/Sportbootfuehrerscheine/Fragenkatalog-See/Navigationsaufgaben/Navigationsaufgabe-13/Navigationsaufgabe-13-node.html
NAV-13-04;13;4;Ein aus Helgoland ausgelaufenes Sportboot befindet sich am 02.07.2014 auf dem Weg nach Bremerhaven.;"Welche Bedeutung hat die Tonne ""Helgoland-O""?";Ost-Kardinal-Zeichen Zeigt an, dass die Gefahrenstelle im Osten sicher umfahren werden kann;;01. August 2023;https://www.elwis.de/DE/Sportschifffahrt/Sportbootfuehrerscheine/Fragenkatalog-See/Navigationsaufgaben/Navigationsaufgabe-13/Navigationsaufgabe-13-node.html
NAV-13-05;13;5;Ein aus Helgoland ausgelaufenes Sportboot befindet sich am 02.07.2014 auf dem Weg nach Bremerhaven.;"Von dem durch Peilung ermittelten Standort wird der Kurs auf die Tonne ""ST"" abgesetzt. Tragen Sie den Kurs in die Seekarte ein.";Siehe Karte;;01. August 2023;https://www.elwis.de/DE/Sportschifffahrt/Sportbootfuehrerscheine/Fragenkatalog-See/Navigationsaufgaben/Navigationsaufgabe-13/Navigationsaufgabe-13-node.html
NAV-13-06;13;6;Ein aus Helgoland ausgelaufenes Sportboot befindet sich am 02.07.2014 auf dem Weg nach Bremerhaven.;Wie lautet der rwK?;rwK = 182°;;01. August 2023;https://www.elwis.de/DE/Sportschifffahrt/Sportbootfuehrerscheine/Fragenkatalog-See/Navigationsaufgaben/Navigationsaufgabe-13/Navigationsaufgabe-13-node.html
NAV-13-07;13;7;Ein aus Helgoland ausgelaufenes Sportboot befindet sich am 02.07.2014 auf dem Weg nach Bremerhaven.;Die Ablenkung beträgt +4°, die Mw ist der Seekarte zu entnehmen. Wie lautet der MgK?;MgK = 177°;;01. August 2023;https://www.elwis.de/DE/Sportschifffahrt/Sportbootfuehrerscheine/Fragenkatalog-See/Navigationsaufgaben/Navigationsaufgabe-13/Navigationsaufgabe-13-node.html
NAV-13-08;13;8;Ein aus Helgoland ausgelaufenes Sportboot befindet sich am 02.07.2014 auf dem Weg nach Bremerhaven.;"Um 09:40 Uhr wird die Tonne ""E3"" querab passiert. Wie groß ist die Geschwindigkeit des Bootes seit dem durch Peilung bestimmten Standort?";FüG = 7,5 kn;;01. August 2023;https://www.elwis.de/DE/Sportschifffahrt/Sportbootfuehrerscheine/Fragenkatalog-See/Navigationsaufgaben/Navigationsaufgabe-13/Navigationsaufgabe-13-node.html
NAV-13-09;13;9;Ein aus Helgoland ausgelaufenes Sportboot befindet sich am 02.07.2014 auf dem Weg nach Bremerhaven.;"Beschreiben Sie Farbe, Kennung und Toppzeichen der Tonne ""ST"".";Farbe: rot-weiß senkrecht gestreift Kennung: weißes Gleichtaktfeuer mit 8 Sekunden Wiederkehr Toppzeichen: roter Ball;;01. August 2023;https://www.elwis.de/DE/Sportschifffahrt/Sportbootfuehrerscheine/Fragenkatalog-See/Navigationsaufgaben/Navigationsaufgabe-13/Navigationsaufgabe-13-node.html
NAV-14-01;14;1;Ein Sportboot verlässt am frühen Morgen des 31.08.2013 die Insel Neuwerk mit dem Ziel Husum. Die Fahrt über Grund wird mit 6 kn angegeben.;Beschreiben Sie das Feuer des Leuchtturms Neuwerk.;Blink in 3er Gruppen, weiß-rot-grün. 20 Sekunden Wiederkehr. Feuerträger 38 m hoch. Nenntragweite 16 sm bis 11 sm.;;01. August 2023;https://www.elwis.de/DE/Sportschifffahrt/Sportbootfuehrerscheine/Fragenkatalog-See/Navigationsaufgaben/Navigationsaufgabe-14/Navigationsaufgabe-14-node.html
NAV-14-02;14;2;Ein Sportboot verlässt am frühen Morgen des 31.08.2013 die Insel Neuwerk mit dem Ziel Husum. Die Fahrt über Grund wird mit 6 kn angegeben.;Erläutern Sie die Bedeutung folgender Hintergrundfarben in der Seekarte: weiß, hellblau, hellgrün und hellgelb.;"weiß: ""tiefes Wasser"" hellblau: ""flaches Wasser"" hellgrün: ""Watt"" hellgelb: ""Land""";;01. August 2023;https://www.elwis.de/DE/Sportschifffahrt/Sportbootfuehrerscheine/Fragenkatalog-See/Navigationsaufgaben/Navigationsaufgabe-14/Navigationsaufgabe-14-node.html
NAV-14-03;14;3;Ein Sportboot verlässt am frühen Morgen des 31.08.2013 die Insel Neuwerk mit dem Ziel Husum. Die Fahrt über Grund wird mit 6 kn angegeben.;"Gegen 07:00 Uhr wird die Tonne ""13/Neuwerk-Reede1"" nahebei passiert. Entnehmen Sie der Seekarte die geographische Position dieser Tonne.";53° 58,4' N 008° 28,2' E;;01. August 2023;https://www.elwis.de/DE/Sportschifffahrt/Sportbootfuehrerscheine/Fragenkatalog-See/Navigationsaufgaben/Navigationsaufgabe-14/Navigationsaufgabe-14-node.html
NAV-14-04;14;4;Ein Sportboot verlässt am frühen Morgen des 31.08.2013 die Insel Neuwerk mit dem Ziel Husum. Die Fahrt über Grund wird mit 6 kn angegeben.;"Von der Tonne ""13/Neuwerk-Reede1"" aus wird das Fahrwasser zunächst gequert. Dann fährt das Sportboot außerhalb des roten Tonnenstriches elbabwärts zur Tonne ""8"", die es um 07:45 Uhr erreicht. Von der Tonne ""8"" wird der Kurs auf die Tonne ""Norderelbe"" abgesetzt. Tragen Sie den Kurs ab Tonne ""8"" in die Seekarte ein.";Siehe Karte;;01. August 2023;https://www.elwis.de/DE/Sportschifffahrt/Sportbootfuehrerscheine/Fragenkatalog-See/Navigationsaufgaben/Navigationsaufgabe-14/Navigationsaufgabe-14-node.html
NAV-14-05;14;5;Ein Sportboot verlässt am frühen Morgen des 31.08.2013 die Insel Neuwerk mit dem Ziel Husum. Die Fahrt über Grund wird mit 6 kn angegeben.;Wie lautet der rwK?;rwK = 038°;;01. August 2023;https://www.elwis.de/DE/Sportschifffahrt/Sportbootfuehrerscheine/Fragenkatalog-See/Navigationsaufgaben/Navigationsaufgabe-14/Navigationsaufgabe-14-node.html
NAV-14-06;14;6;Ein Sportboot verlässt am frühen Morgen des 31.08.2013 die Insel Neuwerk mit dem Ziel Husum. Die Fahrt über Grund wird mit 6 kn angegeben.;Die Ablenkung beträgt +4°, die Mw ist der Seekarte zu entnehmen. Wie lautet der MgK?;MgK = 033°;;01. August 2023;https://www.elwis.de/DE/Sportschifffahrt/Sportbootfuehrerscheine/Fragenkatalog-See/Navigationsaufgaben/Navigationsaufgabe-14/Navigationsaufgabe-14-node.html
NAV-14-07;14;7;Ein Sportboot verlässt am frühen Morgen des 31.08.2013 die Insel Neuwerk mit dem Ziel Husum. Die Fahrt über Grund wird mit 6 kn angegeben.;"Wie groß ist die Distanz zwischen den Tonnen ""8"" und ""Norderelbe""?";3,6 sm;;01. August 2023;https://www.elwis.de/DE/Sportschifffahrt/Sportbootfuehrerscheine/Fragenkatalog-See/Navigationsaufgaben/Navigationsaufgabe-14/Navigationsaufgabe-14-node.html
NAV-14-08;14;8;Ein Sportboot verlässt am frühen Morgen des 31.08.2013 die Insel Neuwerk mit dem Ziel Husum. Die Fahrt über Grund wird mit 6 kn angegeben.;"Um 08:30 Uhr werden mit dem Peilaufsatz am Magnetkompass die Tonne ""Süderpiep"" in MgP = 020° und die Tonne ""Norderelbe"" in MgP = 098° gepeilt. Die Ablenkung für den anliegenden Kurs beträgt +1°, die Mw ist der Seekarte zu entnehmen. Wie lauten die rw-Peilungen?";rwP = 022° Süderpiep rwP = 100° Norderelbe;;01. August 2023;https://www.elwis.de/DE/Sportschifffahrt/Sportbootfuehrerscheine/Fragenkatalog-See/Navigationsaufgaben/Navigationsaufgabe-14/Navigationsaufgabe-14-node.html
NAV-14-09;14;9;Ein Sportboot verlässt am frühen Morgen des 31.08.2013 die Insel Neuwerk mit dem Ziel Husum. Die Fahrt über Grund wird mit 6 kn angegeben.;Tragen Sie die rechtweisenden Peilungen in die Seekarte ein.;Siehe Karte;;01. August 2023;https://www.elwis.de/DE/Sportschifffahrt/Sportbootfuehrerscheine/Fragenkatalog-See/Navigationsaufgaben/Navigationsaufgabe-14/Navigationsaufgabe-14-node.html
NAV-15-01;15;1;Ein Sportboot läuft am 20.08.2011 von der Weser kommend in die Elbmündung.;"Um 09:00 Uhr werden folgende Peilungen ermittelt: Leuchtturm ""Alte Weser"" MgP = 175° Leuchtturm ""Neuwerk"" MgP = 085° Die Ablenkung beträgt +5°, die Mw ist der Seekarte zu entnehmen. Wie lauten die rw-Peilungen?";rwP = 180° Alte Weser rwP = 090° Neuwerk;;01. August 2023;https://www.elwis.de/DE/Sportschifffahrt/Sportbootfuehrerscheine/Fragenkatalog-See/Navigationsaufgaben/Navigationsaufgabe-15/Navigationsaufgabe-15-node.html
NAV-15-02;15;2;Ein Sportboot läuft am 20.08.2011 von der Weser kommend in die Elbmündung.;Tragen Sie die rwP in die Karte ein.;Siehe Karte;;01. August 2023;https://www.elwis.de/DE/Sportschifffahrt/Sportbootfuehrerscheine/Fragenkatalog-See/Navigationsaufgaben/Navigationsaufgabe-15/Navigationsaufgabe-15-node.html
NAV-15-03;15;3;Ein Sportboot läuft am 20.08.2011 von der Weser kommend in die Elbmündung.;Geben Sie die ermittelte Position nach geographischer Breite und Länge an.;53° 54,9' N 008° 07,6' E;;01. August 2023;https://www.elwis.de/DE/Sportschifffahrt/Sportbootfuehrerscheine/Fragenkatalog-See/Navigationsaufgaben/Navigationsaufgabe-15/Navigationsaufgabe-15-node.html
NAV-15-04;15;4;Ein Sportboot läuft am 20.08.2011 von der Weser kommend in die Elbmündung.;"Von dieser Position aus setzen Sie Kurs auf die Tonne ""1"" des Elbe-Fahrwassers. Wie lautet der rwK?";rwK = 037°;;01. August 2023;https://www.elwis.de/DE/Sportschifffahrt/Sportbootfuehrerscheine/Fragenkatalog-See/Navigationsaufgaben/Navigationsaufgabe-15/Navigationsaufgabe-15-node.html
NAV-15-05;15;5;Ein Sportboot läuft am 20.08.2011 von der Weser kommend in die Elbmündung.;Die Ablenkung beträgt-2°, die Mw ist der Seekarte zu entnehmen. Wie lautet der MgK?;MgK = 039°;;01. August 2023;https://www.elwis.de/DE/Sportschifffahrt/Sportbootfuehrerscheine/Fragenkatalog-See/Navigationsaufgaben/Navigationsaufgabe-15/Navigationsaufgabe-15-node.html
NAV-15-06;15;6;Ein Sportboot läuft am 20.08.2011 von der Weser kommend in die Elbmündung.;"Wie groß ist die Distanz zur Tonne ""1""?";5,4 sm;;01. August 2023;https://www.elwis.de/DE/Sportschifffahrt/Sportbootfuehrerscheine/Fragenkatalog-See/Navigationsaufgaben/Navigationsaufgabe-15/Navigationsaufgabe-15-node.html
NAV-15-07;15;7;Ein Sportboot läuft am 20.08.2011 von der Weser kommend in die Elbmündung.;"Nach 1,8 sm kreuzt Ihr Kurs eine Eintragung in der Seekarte, die mit "" Obstn "" beschriftet ist. Was bedeutet diese Eintragung in der Seekarte?";Schifffahrtshindernis mit einer Kartentiefe von 9,7 m;;01. August 2023;https://www.elwis.de/DE/Sportschifffahrt/Sportbootfuehrerscheine/Fragenkatalog-See/Navigationsaufgaben/Navigationsaufgabe-15/Navigationsaufgabe-15-node.html
NAV-15-08;15;8;Ein Sportboot läuft am 20.08.2011 von der Weser kommend in die Elbmündung.;"Beschreiben Sie Farbe, Kennung und Toppzeichen der Tonne ""1"" des Elbe-Fahrwassers.";Farbe: grün Kennung: grünes Funkelfeuer Toppzeichen: grüner Kegel Spitze oben;;01. August 2023;https://www.elwis.de/DE/Sportschifffahrt/Sportbootfuehrerscheine/Fragenkatalog-See/Navigationsaufgaben/Navigationsaufgabe-15/Navigationsaufgabe-15-node.html
NAV-15-09;15;9;Ein Sportboot läuft am 20.08.2011 von der Weser kommend in die Elbmündung.;"Die Revierzentrale ""Cuxhaven Elbe Traffic"" meldet drei über Bord gefallene Container in Position 53° 59,6' N und 008° 23,2 E. Tragen Sie die Position in die Seekarte ein.";Siehe Karte;;01. August 2023;https://www.elwis.de/DE/Sportschifffahrt/Sportbootfuehrerscheine/Fragenkatalog-See/Navigationsaufgaben/Navigationsaufgabe-15/Navigationsaufgabe-15-node.html
