content_id;official_number;module;smartmodus_kategorie;scope;question;answer_a;answer_b;answer_c;answer_d;correct_answer;topic;subtopic;competency;image_required;source_question_id;content_role;feedback_correct;feedback_incorrect;evaluation_mode;content_status
SBF-SEE-0164;164;SBF See;Lichter, Zeichen und Töne;See;"Wann ist das ""allgemeine Gefahr- und Warnsignal"" zu geben?";Wenn ein Fahrzeug ein anderes Fahrzeug gefährdet oder durch dieses selbst gefährdet wird.;Wenn ein Fahrzeug ein anderes Fahrzeug im Fahrwasser an Steuerbord überholen will.;Wenn ein Fahrzeug einem anderen Fahrzeug nicht ausweichen kann.;Wenn ein Fahrzeug ein anderes Fahrzeug zur Hilfeleistung auffordert.;A;Allgemeine Seemannschaft;Grundlagen;Seemännische Grundlagen sicher anwenden;false;SBFSEE-0164;see_specific;"Richtig.

Wenn ein Fahrzeug ein anderes Fahrzeug gefährdet oder durch dieses selbst gefährdet wird. Das festgelegte Signal lautet beziehungsweise bedeutet: Wenn ein Fahrzeug ein anderes Fahrzeug gefährdet oder durch dieses selbst gefährdet wird. Standardisierte Tonfolgen ermöglichen eine eindeutige Warnung auch ohne Sicht- oder Funkkontakt.";"Falsch.

Richtig ist: „Wenn ein Fahrzeug ein anderes Fahrzeug gefährdet oder durch dieses selbst gefährdet wird.“

Das festgelegte Signal lautet beziehungsweise bedeutet: Wenn ein Fahrzeug ein anderes Fahrzeug gefährdet oder durch dieses selbst gefährdet wird. Standardisierte Tonfolgen ermöglichen eine eindeutige Warnung auch ohne Sicht- oder Funkkontakt.";multiple_choice;Feedback erstellt
SBF-SEE-0165;165;SBF See;Lichter, Zeichen und Töne;See;Wie haben sich Fahrzeuge zu verhalten, die in ein Fahrwasser einlaufen, ein Fahrwasser queren, im Fahrwasser drehen oder ihre Anker- und Liegeplätze verlassen?;Sie haben die Vorfahrt der dem Fahrwasserverlauf folgenden Fahrzeuge zu beachten.;Sie haben die Vorfahrt vor den Fahrzeugen im Fahrwasser.;Sie haben einen kurzen Ton als Achtungssignal abzugeben.;Sie haben ihr Manöver so durchzuführen, dass andere Fahrzeuge nicht behindert werden.;A;Schifffahrtszeichen & Fahrwasser;Zeichen / Betonnung;Schifffahrtszeichen und Fahrwasserinformationen interpretieren;false;SBFSEE-0165;see_specific;"Richtig.

Sie haben die Vorfahrt der dem Fahrwasserverlauf folgenden Fahrzeuge zu beachten. Fahrzeuge, die in den laufenden Fahrwasserverkehr hineinfahren oder ihn kreuzen, müssen den dem Fahrwasser folgenden Verkehr passieren lassen.";"Falsch.

Richtig ist: „Sie haben die Vorfahrt der dem Fahrwasserverlauf folgenden Fahrzeuge zu beachten.“

Fahrzeuge, die in den laufenden Fahrwasserverkehr hineinfahren oder ihn kreuzen, müssen den dem Fahrwasser folgenden Verkehr passieren lassen.";multiple_choice;Feedback erstellt
SBF-SEE-0166;166;SBF See;Lichter, Zeichen und Töne;See;Wie haben Segelfahrzeuge im Fahrwasser, die nicht deutlich der Richtung eines Fahrwassers folgen, untereinander auszuweichen?;Sie haben untereinander nach den Regeln der KVR auszuweichen, wenn sie dadurch vorfahrtberechtigte Fahrzeuge nicht gefährden oder behindern.;Sie haben untereinander nach den Regeln der Seeschifffahrtsstraßen-Ordnung auszuweichen, wenn sie dadurch vorfahrtberechtigte Fahrzeuge nicht gefährden oder behindern.;Sie haben untereinander nach den Regeln der Schifffahrtsordnung Emsmündung auszuweichen, wenn sie dadurch vorfahrtberechtigte Fahrzeuge nicht gefährden oder behindern.;Sie haben untereinander nach den Regeln der Binnenschifffahrtsstraßen-Ordnung auszuweichen, wenn sie dadurch vorfahrtberechtigte Fahrzeuge nicht gefährden oder behindern.;A;Schifffahrtszeichen & Fahrwasser;Zeichen / Betonnung;Schifffahrtszeichen und Fahrwasserinformationen interpretieren;false;SBFSEE-0166;see_specific;"Richtig.

Sie haben untereinander nach den Regeln der KVR auszuweichen, wenn sie dadurch vorfahrtberechtigte Fahrzeuge nicht gefährden oder behindern. Zwischen den Segelfahrzeugen gelten die KVR; ihre Manöver dürfen jedoch den vorfahrtberechtigten Fahrwasserverkehr nicht gefährden.";"Falsch.

Richtig ist: „Sie haben untereinander nach den Regeln der KVR auszuweichen, wenn sie dadurch vorfahrtberechtigte Fahrzeuge nicht gefährden oder behindern.“

Zwischen den Segelfahrzeugen gelten die KVR; ihre Manöver dürfen jedoch den vorfahrtberechtigten Fahrwasserverkehr nicht gefährden.";multiple_choice;Feedback erstellt
SBF-SEE-0167;167;SBF See;Lichter, Zeichen und Töne;See;Welche Ausweichregeln gelten außerhalb des Fahrwassers?;Die Regeln der KVR.;Die Regeln der Seeschifffahrtsstraßen-Ordnung.;Die Regeln der Schifffahrtsordnung Emsmündung.;Die Regeln der Binnenschifffahrtsstraßen-Ordnung.;A;Ausweichregeln;KVR / Kollisionsvermeidung;Kollisionslage beurteilen und richtige Maßnahme wählen;false;SBFSEE-0167;see_specific;"Richtig.

Die Regeln der KVR. Außerhalb des Fahrwassers greifen die allgemeinen internationalen Ausweichregeln der KVR.";"Falsch.

Richtig ist: „Die Regeln der KVR.“

Außerhalb des Fahrwassers greifen die allgemeinen internationalen Ausweichregeln der KVR.";multiple_choice;Feedback erstellt
SBF-SEE-0168;168;SBF See;Lichter, Zeichen und Töne;See;Wo ist das Überholen verboten?;An Engstellen, unübersichtlichen Krümmungen, in Schleusenbereichen, innerhalb durch Überholverbotszeichen gekennzeichneter Strecken, in der Nähe nicht frei fahrender Fähren in Fahrt.;An Engstellen, unübersichtlichen Krümmungen, in Schleusenbereichen, innerhalb durch Überholverbotszeichen gekennzeichneter Strecken, in der Nähe nicht frei fahrender Fähren in Fahrt und außerhalb des Fahrwassers.;An Engstellen, unübersichtlichen Krümmungen, in Schleusenbereichen, innerhalb durch Überholverbotszeichen gekennzeichneter Strecken, in der Nähe nicht frei fahrender Fähren in Fahrt, und in Verkehrstrennungsgebieten.;An Engstellen, unübersichtlichen Krümmungen, innerhalb durch Überholverbotszeichen gekennzeichneter Strecken und in Nationalparks und besonders ausgewiesenen Naturschutzgebieten.;A;Ausweichregeln;KVR / Kollisionsvermeidung;Kollisionslage beurteilen und richtige Maßnahme wählen;false;SBFSEE-0168;see_specific;"Richtig.

An Engstellen, unübersichtlichen Krümmungen, in Schleusenbereichen, innerhalb durch Überholverbotszeichen gekennzeichneter Strecken, in der Nähe nicht frei fahrender Fähren in Fahrt. An unübersichtlichen, engen oder besonders geregelten Stellen fehlt der sichere Raum für ein Überholmanöver; dort ist Überholen untersagt.";"Falsch.

Richtig ist: „An Engstellen, unübersichtlichen Krümmungen, in Schleusenbereichen, innerhalb durch Überholverbotszeichen gekennzeichneter Strecken, in der Nähe nicht frei fahrender Fähren in Fahrt.“

An unübersichtlichen, engen oder besonders geregelten Stellen fehlt der sichere Raum für ein Überholmanöver; dort ist Überholen untersagt.";multiple_choice;Feedback erstellt
SBF-SEE-0169;169;SBF See;Lichter, Zeichen und Töne;See;Wo darf Wasserski gelaufen, Wassermotorrad gefahren oder mit einem Segelsurfbrett gefahren werden?;Außerhalb des Fahrwassers, wenn es nicht von der Generaldirektion Wasserstraßen und Schifffahrt (GDWS) durch Bekanntmachung verboten ist. Im Fahrwasser auf Abschnitten, die durch die GDWS bekanntgemacht oder durch blaue Tafeln mit dem weißen Symbol eines Wasserskiläufers, eines Wassermotorrades oder eines Segelsurfers bezeichnet sind.;Außerhalb der Seeschifffahrtsstraße, wenn es nicht von der Generaldirektion Wasserstraßen und Schifffahrt (GDWS) durch Bekanntmachung verboten ist. Innerhalb der Seeschifffahrtsstraße auf Abschnitten, die durch die GDWS bekanntgemacht oder durch blaue Tafeln mit dem weißen Symbol eines Wasserskiläufers, eines Wassermotorrades oder eines Segelsurfers bezeichnet sind.;Auf der hohen See und auf den mit dieser zusammenhängenden, von Seeschiffen befahrbaren Gewässern, sofern dabei ein Abstand von mindestens 100 m zum Ufer eingehalten wird.;Im Fahrwasser, wenn es nicht von der Generaldirektion Wasserstraßen und Schifffahrt (GDWS) durch Bekanntmachung verboten ist. Außerhalb des Fahrwassers auf Abschnitten, die durch die GDWS bekanntgemacht oder durch blaue Tafeln mit dem weißen Symbol eines Wasserskiläufers, eines Wassermotorrades oder eines Segelsurfers bezeichnet sind.;A;Seemannschaft & Technik;Manöver / Bordtechnik;Boot sicher manövrieren und Technik beurteilen;false;SBFSEE-0169;see_specific;"Richtig.

Außerhalb des Fahrwassers, wenn es nicht von der Generaldirektion Wasserstraßen und Schifffahrt (GDWS) durch Bekanntmachung verboten ist. Im Fahrwasser auf Abschnitten, die durch die GDWS bekanntgemacht oder durch blaue Tafeln mit dem weißen Symbol eines Wasserskiläufers, eines Wassermotorrades oder eines Segelsurfers bezeichnet sind. Diese Sportarten gehören grundsätzlich aus dem Fahrwasser heraus; im Fahrwasser sind sie nur auf ausdrücklich freigegebenen und gekennzeichneten Abschnitten zulässig.";"Falsch.

Richtig ist: „Außerhalb des Fahrwassers, wenn es nicht von der Generaldirektion Wasserstraßen und Schifffahrt (GDWS) durch Bekanntmachung verboten ist. Im Fahrwasser auf Abschnitten, die durch die GDWS bekanntgemacht oder durch blaue Tafeln mit dem weißen Symbol eines Wasserskiläufers, eines Wassermotorrades oder eines Segelsurfers bezeichnet sind.“

Diese Sportarten gehören grundsätzlich aus dem Fahrwasser heraus; im Fahrwasser sind sie nur auf ausdrücklich freigegebenen und gekennzeichneten Abschnitten zulässig.";multiple_choice;Feedback erstellt
SBF-SEE-0170;170;SBF See;Lichter, Zeichen und Töne;See;Wie haben sich Führer von Zugbooten der Wasserskiläufer bzw. Wassermotorradfahrer und Segelsurfer bei der Annäherung an andere Fahrzeuge zu verhalten?;Sie haben auszuweichen.;Sie haben bei Annäherung an andere Fahrzeuge aufzustoppen und Sog und Wellenschlag zu vermeiden.;Sie haben Vorfahrt und müssen vor dem Bug des anderen Fahrzeugs kreuzen.;Sie müssen Kurs und Geschwindigkeit beibehalten.;A;Seemannschaft & Technik;Manöver / Bordtechnik;Boot sicher manövrieren und Technik beurteilen;false;SBFSEE-0170;see_specific;"Richtig.

Sie haben auszuweichen. Zugboote, Wassermotorräder und Segelsurfer müssen andere Fahrzeuge frühzeitig freihalten, weil ihre Bewegungen schnell und schwer vorhersehbar sein können.";"Falsch.

Richtig ist: „Sie haben auszuweichen.“

Zugboote, Wassermotorräder und Segelsurfer müssen andere Fahrzeuge frühzeitig freihalten, weil ihre Bewegungen schnell und schwer vorhersehbar sein können.";multiple_choice;Feedback erstellt
SBF-SEE-0171;171;SBF See;Lichter, Zeichen und Töne;See;Wo ist das Ankern verboten?;"Im Fahrwasser, an Engstellen und in unübersichtlichen Krümmungen; im Umkreis von 300 m von schwimmenden Geräten, Wracks und sonstigen Schifffahrtshindernissen, Kabeltonnen und sonstigen Stellen für militärische und zivile Zwecke; vor Hafeneinfahrten, Schleusen, Anlegestellen und Sielen sowie in den Zufahrten des Nord-Ostsee-Kanals; innerhalb von Fähr- und Brückenstrecken; 300 m vor und hinter Ankerverbotszeichen.";"Im Fahrwasser, auf Seeschifffahrtsstraßen, an Engstellen und in unübersichtlichen Krümmungen; im Umkreis von 300 m von schwimmenden Geräten, Wracks und sonstigen Schifffahrtshindernissen, Kabeltonnen und sonstigen Stellen für militärische und zivile Zwecke; vor Hafeneinfahrten, Schleusen, Anlegestellen und Sielen sowie in den Zufahrten des Nord-Ostsee-Kanals; innerhalb von Fähr- und Brückenstrecken; 300 m vor und hinter Ankerverbotszeichen.";"Im Fahrwasser, an Engstellen und in unübersichtlichen Krümmungen; im Umkreis von 300 m von schwimmenden Geräten, Kabeltonnen und sonstigen Stellen für militärische und zivile Zwecke; vor Hafeneinfahrten, Schleusen, Anlegestellen und Sielen sowie in den Zufahrten des Nord-Ostsee-Kanals und in Vogelschutz- und Naturschutzgebieten sowie generell innerhalb von Nationalparks.";Im Fahrwasser, wenn es durch die Generaldirektion Wasserstraßen und Schifffahrt (GDWS) bekanntgemacht worden ist. Außerhalb des Fahrwassers auf Abschnitten, die durch die GDWS bekanntgemacht oder durch entsprechende Sichtzeichen bezeichnet sind.;A;Seemannschaft & Technik;Manöver / Bordtechnik;Boot sicher manövrieren und Technik beurteilen;false;SBFSEE-0171;see_specific;"Richtig.

Im Fahrwasser, an Engstellen und in unübersichtlichen Krümmungen; im Umkreis von 300 m von schwimmenden Geräten, Wracks und sonstigen Schifffahrtshindernissen, Kabeltonnen und sonstigen Stellen für militärische und zivile Zwecke; vor Hafeneinfahrten, Schleusen, Anlegestellen und Sielen sowie in den Zufahrten des Nord-Ostsee-Kanals; innerhalb von Fähr- und Brückenstrecken; 300 m vor und hinter Ankerverbotszeichen. An den genannten Stellen würde ein Ankerlieger den Verkehrsraum oder wichtige Anlagen blockieren beziehungsweise zusätzliche Gefahren schaffen.";"Falsch.

Richtig ist: „Im Fahrwasser, an Engstellen und in unübersichtlichen Krümmungen; im Umkreis von 300 m von schwimmenden Geräten, Wracks und sonstigen Schifffahrtshindernissen, Kabeltonnen und sonstigen Stellen für militärische und zivile Zwecke; vor Hafeneinfahrten, Schleusen, Anlegestellen und Sielen sowie in den Zufahrten des Nord-Ostsee-Kanals; innerhalb von Fähr- und Brückenstrecken; 300 m vor und hinter Ankerverbotszeichen.“

An den genannten Stellen würde ein Ankerlieger den Verkehrsraum oder wichtige Anlagen blockieren beziehungsweise zusätzliche Gefahren schaffen.";multiple_choice;Feedback erstellt
SBF-SEE-0172;172;SBF See;Lichter, Zeichen und Töne;See;Was ist zu unternehmen, um die Schifffahrt zu warnen, wenn das eigene Fahrzeug gesunken ist und ein Schifffahrtshindernis darstellt?;Man informiert die Schifffahrtspolizeibehörde und gibt nach Möglichkeit die Position an.;Man informiert die Deutsche Gesellschaft zur Rettung Schiffbrüchiger, damit das Hindernis gekennzeichnet werden kann.;Man gibt ein Seenotsignal ab.;Man informiert das Bundesamt für Seeschifffahrt und Hydrographie und gibt nach Möglichkeit die Position an.;A;Allgemeine Seemannschaft;Grundlagen;Seemännische Grundlagen sicher anwenden;false;SBFSEE-0172;see_specific;"Richtig.

Man informiert die Schifffahrtspolizeibehörde und gibt nach Möglichkeit die Position an. Ein gesunkenes Fahrzeug kann unsichtbar zum Hindernis werden; die Behörde benötigt seine möglichst genaue Position für Warnung und Sicherung.";"Falsch.

Richtig ist: „Man informiert die Schifffahrtspolizeibehörde und gibt nach Möglichkeit die Position an.“

Ein gesunkenes Fahrzeug kann unsichtbar zum Hindernis werden; die Behörde benötigt seine möglichst genaue Position für Warnung und Sicherung.";multiple_choice;Feedback erstellt
SBF-SEE-0173;173;SBF See;Lichter, Zeichen und Töne;See;Bei welchem Signal dürfen Sportfahrzeuge in die Schleusen des Nord-Ostsee-Kanals einfahren?;Wenn ein weißes unterbrochenes Licht gezeigt wird.;Wenn ein weißes Funkellicht gezeigt wird.;Wenn zwei grüne Lichter nebeneinander gezeigt werden.;Wenn ein grünes Gleichtaktlicht gezeigt wird.;A;Allgemeine Seemannschaft;Grundlagen;Seemännische Grundlagen sicher anwenden;false;SBFSEE-0173;see_specific;"Richtig.

Wenn ein weißes unterbrochenes Licht gezeigt wird. Das dargestellte Signal oder Zeichen bedeutet: Wenn ein weißes unterbrochenes Licht gezeigt wird. Die angezeigte Freigabe, Sperre oder Beschränkung ist abzuwarten beziehungsweise im bezeichneten Bereich einzuhalten.";"Falsch.

Richtig ist: „Wenn ein weißes unterbrochenes Licht gezeigt wird.“

Das dargestellte Signal oder Zeichen bedeutet: Wenn ein weißes unterbrochenes Licht gezeigt wird. Die angezeigte Freigabe, Sperre oder Beschränkung ist abzuwarten beziehungsweise im bezeichneten Bereich einzuhalten.";multiple_choice;Feedback erstellt
SBF-SEE-0174;174;SBF See;Lichter, Zeichen und Töne;See;Wo findet man Regeln für das Durchfahren des Nord-Ostsee-Kanals (NOK)?;Ergänzende Vorschriften für den NOK in der Seeschifffahrtsstraßen-Ordnung sowie in den Bekanntmachungen der Generaldirektion Wasserstraßen und Schifffahrt (GDWS).;Ergänzende Vorschriften für den NOK in der Seeschifffahrtsstraßen-Ordnung sowie in den Kollisionsverhütungsregeln.;Ergänzende Vorschriften für den NOK in der Seeschifffahrtsstraßen-Ordnung sowie in der Sportbootführerscheinverordnung.;Ergänzende Vorschriften für den NOK in der Seeschifffahrtsstraßen-Ordnung sowie im Seeaufgabengesetz.;A;Allgemeine Seemannschaft;Grundlagen;Seemännische Grundlagen sicher anwenden;false;SBFSEE-0174;see_specific;"Richtig.

Ergänzende Vorschriften für den NOK in der Seeschifffahrtsstraßen-Ordnung sowie in den Bekanntmachungen der Generaldirektion Wasserstraßen und Schifffahrt (GDWS). Das dargestellte Signal oder Zeichen bedeutet: Ergänzende Vorschriften für den NOK in der Seeschifffahrtsstraßen-Ordnung sowie in den Bekanntmachungen der Generaldirektion Wasserstraßen und Schifffahrt (GDWS). Die angezeigte Freigabe, Sperre oder Beschränkung ist abzuwarten beziehungsweise im bezeichneten Bereich einzuhalten.";"Falsch.

Richtig ist: „Ergänzende Vorschriften für den NOK in der Seeschifffahrtsstraßen-Ordnung sowie in den Bekanntmachungen der Generaldirektion Wasserstraßen und Schifffahrt (GDWS).“

Das dargestellte Signal oder Zeichen bedeutet: Ergänzende Vorschriften für den NOK in der Seeschifffahrtsstraßen-Ordnung sowie in den Bekanntmachungen der Generaldirektion Wasserstraßen und Schifffahrt (GDWS). Die angezeigte Freigabe, Sperre oder Beschränkung ist abzuwarten beziehungsweise im bezeichneten Bereich einzuhalten.";multiple_choice;Feedback erstellt
SBF-SEE-0175;175;SBF See;Lichter, Zeichen und Töne;See;Was bedeuten im Nord-Ostsee-Kanal an einem Weichensignalmast drei unterbrochene rote Lichter übereinander und was ist zu beachten?;"Ausfahren für alle Fahrzeuge verboten; Aufhebung des Signals abwarten.";"Schutzbedürftige Anlage; Geschwindigkeit reduzieren, Sog und Wellenschlag vermeiden.";"Dauernde Sperrung der Seeschifffahrtsstraße; Weiterfahrt verboten.";"Dauernde Sperrung einer Teilstrecke der Seeschifffahrtsstraße; Weiterfahrt in der Teilstrecke verboten.";A;Lichter, Zeichen & Schallsignale;Fahrzeug- und Verkehrssignale;Signale erkennen und Bedeutung zuordnen;false;SBFSEE-0175;see_specific;"Richtig.

Ausfahren für alle Fahrzeuge verboten; Aufhebung des Signals abwarten. Das dargestellte Signal oder Zeichen bedeutet: Ausfahren für alle Fahrzeuge verboten; Aufhebung des Signals abwarten. Die angezeigte Freigabe, Sperre oder Beschränkung ist abzuwarten beziehungsweise im bezeichneten Bereich einzuhalten.";"Falsch.

Richtig ist: „Ausfahren für alle Fahrzeuge verboten; Aufhebung des Signals abwarten.“

Das dargestellte Signal oder Zeichen bedeutet: Ausfahren für alle Fahrzeuge verboten; Aufhebung des Signals abwarten. Die angezeigte Freigabe, Sperre oder Beschränkung ist abzuwarten beziehungsweise im bezeichneten Bereich einzuhalten.";multiple_choice;Feedback erstellt
SBF-SEE-0176;176;SBF See;Lichter, Zeichen und Töne;See;Welche Bedeutung hat folgendes Tafelzeichen?;Die Geschwindigkeit durch das Wasser in km/h, auf dem Nord-Ostsee-Kanal (NOK) über Grund in km/h, die nicht überschritten werden darf.;Mindestabstand in Metern, der in der nachfolgenden Strecke vom Aufstellungsort der Tafel an eingehalten werden muss.;Die Geschwindigkeit durch das Wasser in sm/h (Knoten) auf dem Nord-Ostsee-Kanal (NOK) über Grund in sm/h, die nicht überschritten werden darf.;Mindestabstand zu anderen Fahrzeugen in Metern, der im bekanntgemachten Streckenabschnitt nicht unterschritten werden darf.;A;Schifffahrtszeichen & Fahrwasser;Zeichen / Betonnung;Schifffahrtszeichen und Fahrwasserinformationen interpretieren;true;SBFSEE-0176;see_specific;"Richtig.

Die Geschwindigkeit durch das Wasser in km/h, auf dem Nord-Ostsee-Kanal (NOK) über Grund in km/h, die nicht überschritten werden darf. Das dargestellte Signal oder Zeichen bedeutet: Die Geschwindigkeit durch das Wasser in km/h, auf dem Nord-Ostsee-Kanal (NOK) über Grund in km/h, die nicht überschritten werden darf. Die angezeigte Freigabe, Sperre oder Beschränkung ist abzuwarten beziehungsweise im bezeichneten Bereich einzuhalten.";"Falsch.

Richtig ist: „Die Geschwindigkeit durch das Wasser in km/h, auf dem Nord-Ostsee-Kanal (NOK) über Grund in km/h, die nicht überschritten werden darf.“

Das dargestellte Signal oder Zeichen bedeutet: Die Geschwindigkeit durch das Wasser in km/h, auf dem Nord-Ostsee-Kanal (NOK) über Grund in km/h, die nicht überschritten werden darf. Die angezeigte Freigabe, Sperre oder Beschränkung ist abzuwarten beziehungsweise im bezeichneten Bereich einzuhalten.";multiple_choice;Feedback erstellt
SBF-SEE-0177;177;SBF See;Lichter, Zeichen und Töne;See;Welche Bedeutung haben folgende Sichtzeichen?;Schutzbedürftige Anlage.;Dauernde Sperrung einer Teilstrecke der Seeschifffahrtsstraße.;Dauernde Sperrung der Seeschifffahrtsstraße.;Außergewöhnliche Schifffahrtsbehinderung.;A;Allgemeine Seemannschaft;Grundlagen;Seemännische Grundlagen sicher anwenden;true;SBFSEE-0177;see_specific;"Richtig.

Schutzbedürftige Anlage. Das dargestellte Signal oder Zeichen bedeutet: Schutzbedürftige Anlage. Die angezeigte Freigabe, Sperre oder Beschränkung ist abzuwarten beziehungsweise im bezeichneten Bereich einzuhalten.";"Falsch.

Richtig ist: „Schutzbedürftige Anlage.“

Das dargestellte Signal oder Zeichen bedeutet: Schutzbedürftige Anlage. Die angezeigte Freigabe, Sperre oder Beschränkung ist abzuwarten beziehungsweise im bezeichneten Bereich einzuhalten.";multiple_choice;Feedback erstellt
SBF-SEE-0178;178;SBF See;Lichter, Zeichen und Töne;See;Welche Bedeutung hat folgendes Schallsignal und was ist zu beachten?;"Brücke, Sperrwerk, Schleuse kann vorübergehend nicht geöffnet werden; Fahrt unterbrechen, Freigabe abwarten.";"Ein Ausweichpflichtiger wird vom Vorfahrtberechtigten auf seine Ausweichpflicht hingewiesen; sofort Ausweichmanöver einleiten.";"Bleib-weg-Signal, Gefahr durch gefährliche Ladung; sofort den Gefahrenbereich verlassen. Offenes Feuer vermeiden (Explosionsgefahr).";"Brücke, Sperrwerk, Schleuse wird zur Öffnung vorbereitet; Fahrt fortsetzen.";A;Lichter, Zeichen & Schallsignale;Fahrzeug- und Verkehrssignale;Signale erkennen und Bedeutung zuordnen;true;SBFSEE-0178;see_specific;"Richtig.

Brücke, Sperrwerk, Schleuse kann vorübergehend nicht geöffnet werden; Fahrt unterbrechen, Freigabe abwarten. Das dargestellte Signal oder Zeichen bedeutet: Brücke, Sperrwerk, Schleuse kann vorübergehend nicht geöffnet werden; Fahrt unterbrechen, Freigabe abwarten. Die angezeigte Freigabe, Sperre oder Beschränkung ist abzuwarten beziehungsweise im bezeichneten Bereich einzuhalten.";"Falsch.

Richtig ist: „Brücke, Sperrwerk, Schleuse kann vorübergehend nicht geöffnet werden; Fahrt unterbrechen, Freigabe abwarten.“

Das dargestellte Signal oder Zeichen bedeutet: Brücke, Sperrwerk, Schleuse kann vorübergehend nicht geöffnet werden; Fahrt unterbrechen, Freigabe abwarten. Die angezeigte Freigabe, Sperre oder Beschränkung ist abzuwarten beziehungsweise im bezeichneten Bereich einzuhalten.";multiple_choice;Feedback erstellt
SBF-SEE-0179;179;SBF See;Lichter, Zeichen und Töne;See;Welche Bedeutung hat folgendes Sichtzeichen?;Geschwindigkeit von 8 km/h Fahrt durch das Wasser, die innerhalb eines Bereiches von 500 m von der jeweiligen Uferlinie wegen Badebetriebs nicht überschritten werden darf.;"Kennzeichnung besonderer Gebiete und Stellen, z. B. Warngebiete; die Bedeutung kann der Seekarte entnommen und aus der Beschriftung des Schifffahrtszeichens erkannt werden.";Geschwindigkeit von 8 sm/h Fahrt durch das Wasser, die innerhalb eines Mindestabstandes von 500 m von der jeweiligen Uferlinie wegen Badebetriebs nicht überschritten werden darf.;Buhnenbauwerk, Gefahr durch Sog und Wellenschlag. Insbesondere auf Badebetrieb und Schwimmer achten.;A;Allgemeine Seemannschaft;Grundlagen;Seemännische Grundlagen sicher anwenden;true;SBFSEE-0179;see_specific;"Richtig.

Geschwindigkeit von 8 km/h Fahrt durch das Wasser, die innerhalb eines Bereiches von 500 m von der jeweiligen Uferlinie wegen Badebetriebs nicht überschritten werden darf. Das dargestellte Signal oder Zeichen bedeutet: Geschwindigkeit von 8 km/h Fahrt durch das Wasser, die innerhalb eines Bereiches von 500 m von der jeweiligen Uferlinie wegen Badebetriebs nicht überschritten werden darf. Die angezeigte Freigabe, Sperre oder Beschränkung ist abzuwarten beziehungsweise im bezeichneten Bereich einzuhalten.";"Falsch.

Richtig ist: „Geschwindigkeit von 8 km/h Fahrt durch das Wasser, die innerhalb eines Bereiches von 500 m von der jeweiligen Uferlinie wegen Badebetriebs nicht überschritten werden darf.“

Das dargestellte Signal oder Zeichen bedeutet: Geschwindigkeit von 8 km/h Fahrt durch das Wasser, die innerhalb eines Bereiches von 500 m von der jeweiligen Uferlinie wegen Badebetriebs nicht überschritten werden darf. Die angezeigte Freigabe, Sperre oder Beschränkung ist abzuwarten beziehungsweise im bezeichneten Bereich einzuhalten.";multiple_choice;Feedback erstellt
SBF-SEE-0180;180;SBF See;Lichter, Zeichen und Töne;See;Welche Bedeutung hat folgendes Schifffahrtszeichen?;Gesperrt für alle Maschinenfahrzeuge und Wassermotorräder wegen Badebetriebs.;Höchstgeschwindigkeit von 4,3 Knoten Fahrt durch das Wasser, die innerhalb von 500 m von der jeweiligen Uferlinie wegen Badebetriebs nicht überschritten werden darf.;Einzelgefahrenstelle, erkennbar an ihrer Farbgebung, die an allen Seiten mit einer maximalen Geschwindigkeit von 4,3 Knoten passiert werden kann.;Kennzeichnung besonderer Gebiete und Stellen, z. B. Warngebiet.;A;Schifffahrtszeichen & Fahrwasser;Zeichen / Betonnung;Schifffahrtszeichen und Fahrwasserinformationen interpretieren;true;SBFSEE-0180;see_specific;"Richtig.

Gesperrt für alle Maschinenfahrzeuge und Wassermotorräder wegen Badebetriebs. Das dargestellte Signal oder Zeichen bedeutet: Gesperrt für alle Maschinenfahrzeuge und Wassermotorräder wegen Badebetriebs. Die angezeigte Freigabe, Sperre oder Beschränkung ist abzuwarten beziehungsweise im bezeichneten Bereich einzuhalten.";"Falsch.

Richtig ist: „Gesperrt für alle Maschinenfahrzeuge und Wassermotorräder wegen Badebetriebs.“

Das dargestellte Signal oder Zeichen bedeutet: Gesperrt für alle Maschinenfahrzeuge und Wassermotorräder wegen Badebetriebs. Die angezeigte Freigabe, Sperre oder Beschränkung ist abzuwarten beziehungsweise im bezeichneten Bereich einzuhalten.";multiple_choice;Feedback erstellt
SBF-SEE-0181;181;SBF See;Lichter, Zeichen und Töne;See;Welche Höchstgeschwindigkeit darf vor Stellen mit erkennbarem Badebetrieb - außerhalb des Fahrwassers - in einem Abstand von 500 m und weniger vom Ufer nicht überschritten werden?;4,3 Knoten.;3,4 Knoten.;4,8 Knoten.;3,8 Knoten.;A;Schifffahrtszeichen & Fahrwasser;Zeichen / Betonnung;Schifffahrtszeichen und Fahrwasserinformationen interpretieren;false;SBFSEE-0181;see_specific;"Richtig.

4,3 Knoten. 4,3 Knoten entsprechen ungefähr 8 km/h. Die Begrenzung schützt Badende im ufernahen Bereich vor Fahrzeugen und Wellenschlag.";"Falsch.

Richtig ist: „4,3 Knoten.“

4,3 Knoten entsprechen ungefähr 8 km/h. Die Begrenzung schützt Badende im ufernahen Bereich vor Fahrzeugen und Wellenschlag.";multiple_choice;Feedback erstellt
